"player","oefg_rapm","defg_rapm","otov_rapm","dtov_rapm","oorb_rapm","dorb_rapm","oftr_rapm","dftr_rapm","poss"
"Ivica Zubac",1.11921975780458,-0.326047023386578,1.24413762895337,-0.133294620132293,-0.558329956212716,1.61205587757654,-1.90761896270422,4.77530267630144,26815
"Nikola Vucevic",1.1183037553476,-0.916438626126329,0.209370843567608,0.712145938725356,-1.15799775442979,1.34928080278774,-2.79022264585756,2.00757982082704,31643
"Jaylen Wells",1.09969757409444,-0.636280338022852,0.463547220044139,-0.00325421466867068,-0.215841540589612,0.217958046568865,-1.22279085511516,1.43991039462486,8856
"Dereck Lively II",1.09560779186708,-0.142463748961889,0.139275513251103,-0.00446424218445068,0.837251264776459,-0.0117573832538445,0.0592026127356463,2.16655019644741,8881
"Steven Adams",1.08362328711608,0.0157563211042133,0.922409444949984,0.759914546245979,3.7481428200052,0.528871488393243,2.05494879144717,2.63702280743791,7973
"Aaron Nesmith",1.05844590179638,-0.299125169305178,-0.485528884609126,0.110132155950717,-0.535517810941646,-0.756063347281836,0.831797679666458,-0.725209371799034,20739
"Chet Holmgren",1.0478886664339,0.150080134782286,-0.0189925870814186,1.15294803348884,-0.748480762352707,-0.170726082438596,0.519464497171103,2.71897534967039,14069
"D'Angelo Russell",1.04763725021461,-0.26872650456384,-0.534384725470048,-0.332479676349144,-0.29582691293867,-0.697289224147188,-0.556241795199441,1.52629332621849,26276
"Desmond Bane",1.01262991893754,0.146504931508664,-0.381181775549444,-0.00941254763111043,0.0218162893405511,-0.536854705749531,-0.560460708847672,-0.907362570579514,23393
"Zaccharie Risacher",0.986017564720729,-1.0035743203831,0.770008717713447,-0.250165619372014,-0.743199548256181,0.348598802964437,-2.54336917869181,0.122620644090653,8015
"Ty Jerome",0.978532105068322,-0.274582545565957,-0.697205871389422,-0.454586655804034,-0.334129514537161,-0.441352662797519,0.551870464251099,-0.541908521641474,9299
"Jakob Poeltl",0.974218288345765,-0.576289597450416,0.962277984917161,-0.47999666346846,0.40837127440115,1.13652359324563,-0.661990385267815,2.05736768557257,20468
"Guerschon Yabusele",0.966236746975255,-0.553941078808728,-0.101913173998527,-1.14054009139377,-0.134006273091203,0.207174753519819,-0.10861174565837,1.36056786889168,7589
"Kris Dunn",0.963089561383163,0.628092956148525,-0.541058877315187,-1.56954474159022,-0.506516967785176,0.329675162034222,-1.54638025384814,0.242295504186511,15045
"Deni Avdija",0.961775866304731,-0.0547035872711338,-0.10438607971705,-0.115367621409606,0.133085983117971,0.00430180981938229,1.23583026728859,0.248374298006715,27017
"Ben Simmons",0.957318826129428,-0.669687193663203,0.27413307266575,-0.517911362867439,-1.71049073527639,0.598802685979676,-1.9147924960816,0.862907433476691,10597
"Georges Niang",0.890468214296803,-0.5248516163283,-0.515891719048843,0.780258531551257,-0.97152328363893,-0.490094587714951,-0.289755399050099,-0.70033582905251,20727
"Bogdan Bogdanovic",0.888701990356056,0.0862006238275859,-0.968665439292656,0.579221688969189,0.0810394902859729,0.469238420663582,-0.648970121789033,0.258967633809967,21903
"Myles Turner",0.888644614671106,-0.387156011164239,-0.203190679820588,1.08284295868811,-1.55969004724708,0.397475103296258,0.648094418336964,1.77568470302082,25447
"Tyus Jones",0.885603743307871,-1.44600607445451,-0.741029939859074,0.105530775788081,-1.70490377298882,-0.224239973359194,-2.29557175061765,1.03808183107321,25477
